"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-03-02",37,36352,37667,33650,1767,6606,0,19822,0,14,4451,2003,-1,202,-261,0,539,1397,997,980,-439
"2025-03-02",38,36149,37527,33518,1819,6606,0,19822,0,6,4085,2006,-1,203,-407,0,525,1397,997,985,-364
"2025-03-02",39,35443,36730,32853,1881,6606,0,19822,0,15,4339,2006,-1,588,-381,0,631,1397,998,985,-290
"2025-03-02",40,34540,35954,32020,1942,6606,0,19822,0,14,4354,1990,-1,593,-378,0,634,1397,987,985,-421
"2025-03-02",41,33286,34529,30919,2028,6606,0,19822,0,11,4673,1309,-1,225,-239,0,343,1397,624,989,-392
"2025-03-02",42,31922,33135,29784,2114,6606,0,19822,0,13,4478,1255,-1,223,-157,0,332,1397,598,989,-442
"2025-03-02",43,30833,31877,28814,2132,6606,0,19822,0,15,4554,899,-1,373,-62,0,294,1397,499,989,-366
"2025-03-02",44,29947,30831,27988,2150,6606,0,19822,0,13,4586,882,-1,379,0,0,294,1397,493,990,-270
"2025-03-02",45,28304,29312,26454,2211,6606,0,19822,0,13,4464,1189,-1,418,0,0,666,1397,497,1021,-394
"2025-03-02",46,26614,27824,24910,2271,6606,0,19822,0,19,4205,1203,-1,420,-83,0,677,1397,487,1036,-507
"2025-03-02",47,24985,26445,23431,2305,6606,0,19822,0,280,4393,1020,-1,226,-68,0,236,1397,122,1395,-511
"2025-03-02",48,24392,26107,22942,2338,6606,0,19826,0,574,4218,1026,-1,218,-101,0,218,1397,107,1420,-439
"2025-03-03",1,24873,27038,23441,2302,6606,0,19826,0,841,3963,1730,-1,382,-216,0,437,1397,389,1420,-507
"2025-03-03",2,25127,27522,23714,2266,6606,0,19826,0,1181,4173,1777,-1,389,-124,0,444,1397,414,1420,-489
"2025-03-03",3,24916,27439,23518,2210,6606,0,19826,0,1201,3838,1807,-1,697,-208,0,325,1397,630,1386,-513
"2025-03-03",4,24283,26826,22931,2154,6606,0,19826,0,1198,3777,1808,-1,709,-230,0,320,1397,643,1384,-514
"2025-03-03",5,24153,26566,22889,2140,6606,0,19826,0,1180,4096,1772,-1,736,-119,0,410,1397,610,1417,-513
"2025-03-03",6,23660,26142,22401,2125,6606,0,19826,0,1176,3866,1769,-1,737,-191,0,413,1397,608,1420,-514
"2025-03-03",7,23374,25897,22096,2051,6606,0,19826,0,1182,4262,1689,-1,803,-226,0,485,1397,593,1420,-514
"2025-03-03",8,23187,25422,21902,1977,6606,0,19826,0,912,4244,1660,-1,805,-226,0,488,1397,578,1420,-496
"2025-03-03",9,23139,24868,21823,1887,6606,0,19826,0,636,4277,746,-1,733,-114,-14,454,1397,84,1420,-364
"2025-03-03",10,23332,24930,21997,1797,6606,0,19826,0,521,3809,559,-1,667,-155,-108,426,1397,48,1420,-213
"2025-03-03",11,23858,26927,22397,1656,6606,0,19826,0,16,4157,-1061,-1,-639,-33,-20,-491,1397,-139,1420,-69
"2025-03-03",12,25359,28707,23782,1514,6606,0,19826,0,16,4176,-1260,-1,-765,18,0,-553,1397,-153,1420,37
"2025-03-03",13,28350,30554,26411,1419,6606,0,19826,0,16,4128,-197,-1,-287,0,0,-798,1397,-240,1420,-65
"2025-03-03",14,30104,32335,28095,1323,6606,1,19826,0,14,3927,14,-1,-264,-68,-47,-793,1397,-227,1420,-217
"2025-03-03",15,33170,34613,30870,1306,6606,359,19826,0,16,3453,1653,-1,143,-220,-195,-42,1397,393,1420,-369
"2025-03-03",16,33466,35302,30905,1288,6606,1532,19826,0,20,3112,1896,-1,221,-371,-347,27,1397,448,1420,-497
"2025-03-03",17,34290,36367,31667,1257,6606,3089,19826,0,18,2697,1875,-1,1024,-452,-492,939,1397,965,1420,-514
"2025-03-03",18,34253,36367,31504,1226,6606,4594,19826,0,18,2916,1876,-1,1072,-451,-530,999,1397,997,1420,-514
"2025-03-03",19,33345,35457,30600,1216,6606,5955,19826,0,17,2768,2000,-1,1067,-451,-529,1019,1397,997,1420,-514
"2025-03-03",20,32216,34327,29556,1205,6606,7087,19826,0,16,2727,2007,-1,1069,-451,-529,1020,1397,998,1420,-514
"2025-03-03",21,30903,33009,28383,1248,6606,8154,19826,0,12,2861,2005,-1,1073,-451,-528,1019,1397,995,1420,-514
"2025-03-03",22,29748,31855,27245,1290,6606,8943,19826,0,12,2941,2002,-1,1071,-451,-529,1019,1397,994,1410,-514
"2025-03-03",23,28600,30707,26097,1351,6606,9525,19826,0,12,2962,1998,-1,1071,-451,-529,1019,1397,995,1015,-514
"2025-03-03",24,28133,30240,25742,1411,6606,9889,19826,0,12,3221,1998,-1,1071,-451,-529,1019,1397,995,988,-514
"2025-03-03",25,27797,29854,25310,1506,6606,9860,19826,0,15,3361,2001,-1,1072,-451,-476,1019,1397,995,1081,-514
"2025-03-03",26,27537,29923,24946,1600,6606,9746,19826,0,324,3243,2002,-1,1071,-451,-506,1019,1398,995,1097,-504
"2025-03-03",27,27354,30018,24862,1564,6606,9402,19826,0,603,3312,2002,-1,949,-451,-504,1019,1397,995,1403,-505
"2025-03-03",28,27092,29788,24608,1527,6606,8570,19826,0,622,3306,2001,-1,941,-451,-509,1019,1397,995,1425,-513
"2025-03-03",29,27294,29842,24847,1471,6606,7652,19826,0,473,3263,1896,-1,994,-451,-528,845,1398,995,1424,-495
"2025-03-03",30,27859,30201,25407,1414,6606,6732,19826,0,248,3143,1892,-1,992,-451,-529,835,1398,995,1421,-513
"2025-03-03",31,28629,30745,26137,1272,6606,5503,19826,0,21,2955,1997,-1,458,-451,-529,370,1397,995,1421,-514
"2025-03-03",32,30604,32716,28010,1130,6606,4250,19826,0,17,2838,1999,-1,431,-451,-529,320,1398,991,1413,-514
"2025-03-03",33,32545,35303,29848,1078,6606,2968,19826,0,14,2848,1845,-1,230,-451,-530,-648,1397,863,1172,-514
"2025-03-03",34,34682,37512,31725,1026,6606,1553,19826,0,19,2648,1829,-1,211,-451,-529,-716,1397,843,1161,-514
"2025-03-03",35,37122,40318,34035,1042,6606,421,19826,0,8,3028,1515,-1,-591,-451,-530,-501,1397,431,1382,-514
"2025-03-03",36,38381,41601,35255,1057,6606,12,19826,0,4,3021,1492,-1,-644,-451,-529,-477,1398,404,1398,-514
"2025-03-03",37,39156,41255,36094,1071,6606,0,19826,0,4,3122,1226,-1,506,-451,-529,293,1397,359,1420,-514
"2025-03-03",38,39318,41417,36208,1085,6606,0,19826,0,4,3158,1212,-1,589,-451,-529,337,1397,359,1423,-514
"2025-03-03",39,39314,41414,36308,1113,6606,0,19826,0,5,2955,1267,-1,884,-451,-529,414,1397,461,1423,-514
"2025-03-03",40,38419,40527,35413,1140,6606,0,19826,0,13,2982,1265,-1,896,-451,-528,416,1397,464,1423,-515
"2025-03-03",41,36754,38864,33919,1179,6606,0,19826,0,16,3158,981,-1,714,-451,-528,196,1397,319,1423,-514
"2025-03-03",42,35531,37630,32809,1218,6606,0,19826,0,15,3236,964,-1,692,-451,-518,187,1397,312,1423,-514
"2025-03-03",43,33915,35987,31323,1285,6606,0,19826,0,12,3347,1020,-1,120,-451,-495,53,1397,399,1423,-513
"2025-03-03",44,31884,33932,29519,1351,6606,0,19826,0,12,3553,1019,-1,102,-428,-495,49,1397,403,1423,-512
"2025-03-03",45,29764,31566,27655,1392,6606,0,19826,0,17,3579,760,-1,288,-296,-445,295,1397,358,1423,-443
"2025-03-03",46,27910,29429,26148,1433,6606,0,19826,0,16,4146,742,-1,301,-145,-297,304,1397,355,1421,-460
"2025-03-03",47,26278,27662,24547,1443,6606,0,19826,0,16,4104,481,-1,159,-105,-153,316,1397,347,1358,-509
"2025-03-03",48,25702,27118,24194,1452,6606,0,19830,0,13,4093,481,-1,157,-132,-156,316,1397,346,1352,-514
"2025-03-04",1,25827,27082,24217,1461,6606,0,19830,0,17,3920,1242,-1,183,-95,-34,206,1397,308,1416,-508
"2025-03-04",2,26261,27398,24807,1470,6606,0,19830,0,13,4118,1286,-1,184,-93,0,202,1397,305,1421,-430
"2025-03-04",3,25824,27114,24348,1474,6606,0,19830,0,30,4006,1055,-1,113,-95,0,-59,1397,304,1414,-505
"2025-03-04",4,25380,26872,23961,1478,6606,0,19830,0,293,4118,1040,-1,111,-74,0,-69,1397,305,1413,-455
"2025-03-04",5,24873,26583,23563,1496,6606,0,19830,0,291,4201,903,-1,-97,-132,0,-80,1397,327,1420,-509
"2025-03-04",6,24694,26575,23416,1513,6606,0,19830,0,296,4241,892,-1,-105,-283,0,-82,1397,328,1418,-514
"2025-03-04",7,24010,26448,22741,1544,6606,0,19830,0,195,4100,654,-1,-343,-366,0,-419,1397,302,1291,-514
"2025-03-04",8,23791,26318,22541,1574,6606,0,19830,0,295,4029,632,-1,-364,-373,0,-432,1397,284,1275,-462
"2025-03-04",9,23446,25901,22177,1616,6606,0,19830,0,295,4145,279,-1,-279,-310,-4,-350,1397,-303,1008,-313
"2025-03-04",10,23900,26150,22631,1657,6606,0,19830,0,293,4207,249,-1,-291,-161,-54,-356,1397,-333,989,-161
"2025-03-04",11,24682,27504,23353,1706,6606,0,19830,0,32,4386,-125,-1,-1024,-24,32,-990,1397,-1,976,-25
"2025-03-04",12,25931,28777,24539,1754,6606,0,19830,0,21,4375,-158,-1,-1044,0,0,-1022,1397,15,975,56
"2025-03-04",13,27841,30009,26318,1813,6606,0,19830,0,275,4385,-146,-1,-237,26,0,-733,1397,-176,986,27
"2025-03-04",14,29846,31691,28200,1871,6606,4,19830,0,27,4178,-87,-1,-183,0,0,-714,1397,-165,989,-68
"2025-03-04",15,32559,33633,30640,1944,6606,424,19830,0,19,3699,1137,-1,441,-68,-52,-114,1397,600,1005,-220
"2025-03-04",16,32922,34207,30841,2016,6606,1726,19830,0,18,3265,1290,-1,517,-220,-9,-79,1381,657,1017,-358
"2025-03-04",17,33881,35374,31637,2040,6606,3364,19830,0,20,3206,1939,-1,860,-372,-8,469,1172,969,1393,-492
"2025-03-04",18,33135,34653,30821,2064,6606,4882,19830,0,12,3194,1980,-1,861,-392,0,498,1117,989,1419,-513
"2025-03-04",19,32093,33570,29840,2251,6606,6099,19830,0,11,4052,2002,-1,1060,-351,0,951,744,995,1419,-514
"2025-03-04",20,30210,31569,28040,2438,6606,7245,19830,0,11,5097,2003,-1,1076,-233,0,970,697,996,1419,-514
"2025-03-04",21,28511,29864,26417,2641,6606,8314,19830,0,10,5173,2003,-1,1074,-229,0,1018,698,996,1419,-513
"2025-03-04",22,27299,28495,25219,2844,6606,9332,19830,0,9,5224,2002,-1,1074,-86,0,1019,697,995,1419,-500
"2025-03-04",23,26435,27650,24343,2749,6606,9843,19830,0,17,4858,2003,-1,1073,-100,0,1020,698,996,1423,-497
"2025-03-04",24,25630,27441,23582,2654,6606,10259,19830,0,549,4732,2002,-1,1073,-252,-7,1019,698,996,1423,-402
"2025-03-04",25,25293,27676,23289,2716,6606,10389,19830,0,806,4640,2002,-1,1073,-400,-85,1019,698,996,1420,-491
"2025-03-04",26,25159,27609,23149,2778,6606,10470,19830,0,914,4757,2003,-1,1073,-413,-8,1018,698,996,1419,-514
"2025-03-04",27,25269,27634,23173,2809,6606,10105,19830,0,866,4922,1975,-1,965,-384,0,692,698,996,1419,-514
"2025-03-04",28,25457,27798,23302,2840,6606,9313,19830,0,915,5016,1970,-1,958,-352,0,670,698,989,1419,-473
"2025-03-04",29,25442,27543,23336,2854,6606,8375,19830,0,903,5035,1693,-1,623,-232,-5,33,698,735,1419,-360
"2025-03-04",30,25751,27492,23843,2867,6606,7464,19830,0,728,5128,1667,-1,548,-83,-56,0,698,719,1419,-273
"2025-03-04",31,26492,27404,24624,2849,6606,6301,19830,0,28,5073,1073,-1,-147,0,0,58,698,740,1419,-136
"2025-03-04",32,28477,29437,26510,2830,6606,4840,19830,0,19,4718,1048,-1,-175,2,0,29,698,742,1409,-165
"2025-03-04",33,30654,33408,28566,2884,6606,3303,19830,0,19,5090,1631,-1,-973,54,41,-950,698,752,1003,-211
"2025-03-04",34,33005,36085,30812,2937,6606,1797,19830,0,23,4991,1658,-1,-1026,-56,1,-1019,698,746,976,-355
"2025-03-04",35,34945,38115,32638,3050,6606,507,19830,0,9,4848,1328,-3,-1020,-24,0,-1022,698,487,1074,-492
"2025-03-04",36,36397,39465,34027,3162,6606,16,19830,0,8,5005,1273,-3,-888,-109,0,-1014,697,468,1089,-446
"2025-03-04",37,37151,38603,34768,3256,6606,0,19830,0,6,5123,322,-3,515,-21,0,-393,697,362,1398,-429
"2025-03-04",38,37168,38560,34765,3349,6606,0,19830,0,9,5117,261,-3,600,0,0,-361,698,350,1419,-419
"2025-03-04",39,36843,38031,34617,3431,6606,0,19830,0,18,5076,696,4,328,0,0,-168,697,157,1419,-402
"2025-03-04",40,36194,37410,34062,3512,6606,0,19830,0,19,5205,714,4,309,0,0,-161,697,145,1419,-436
"2025-03-04",41,34907,36037,32801,3579,6606,0,19830,0,16,5087,302,4,3,-30,0,-171,697,162,1422,-313
"2025-03-04",42,33912,34975,31933,3645,6606,0,19830,0,19,5160,258,4,1,-111,0,-172,697,157,1423,-161
"2025-03-04",43,32488,34371,30540,3634,6606,0,19830,0,19,5160,-607,-4,-114,-52,0,-384,697,-78,1423,-25
"2025-03-04",44,30425,32328,28691,3622,6606,0,19830,0,19,5140,-678,-4,-121,14,0,-392,697,-89,1423,67
"2025-03-04",45,28127,29435,26647,3620,6606,0,19830,0,21,4986,-280,4,-121,28,0,-286,697,85,1422,218
"2025-03-04",46,26458,27739,25137,3617,6606,0,19830,0,16,4908,-263,3,-120,0,0,-282,697,94,1419,367
"2025-03-04",47,24849,26334,23680,3645,6606,0,19830,0,18,4890,-553,-50,-105,-56,0,-103,697,24,1422,382
"2025-03-04",48,24117,25571,23045,3672,6606,0,19836,0,18,4935,-570,-54,-104,-11,0,-97,697,20,1422,231
"2025-03-05",1,24126,25533,23066,3664,6606,0,19836,0,19,4841,-537,-54,-105,0,0,-92,697,20,1422,173
"2025-03-05",2,24561,25967,23525,3656,6606,0,19836,0,23,4889,-532,-54,-105,56,0,-92,697,20,1422,317
"2025-03-05",3,24307,25975,23316,3630,6606,0,19836,0,491,4822,-284,-64,-2,11,0,-227,697,20,1422,413
"2025-03-05",4,23564,25336,22619,3603,6606,0,19836,0,589,4782,-280,-72,1,0,0,-231,697,19,1422,484
"2025-03-05",5,23058,25436,22179,3580,6606,0,19836,0,586,4797,-641,-347,0,0,0,-163,697,-41,1422,396
"2025-03-05",6,23037,25478,22131,3556,6606,0,19836,0,590,4819,-679,-363,0,0,0,-161,697,-48,1424,458
"2025-03-05",7,22426,25250,21568,3499,6606,0,19836,0,339,4845,-1218,-261,-99,41,0,-134,697,-173,1426,504
"2025-03-05",8,22236,25067,21418,3441,6606,0,19836,0,294,4822,-1252,-265,-104,107,0,-132,697,-184,1426,504
